episode,return,hit,epsilon,outcome
218,-16.075,0,0.6745666666666666,miss
219,-16.1,0,0.67445,miss
220,-6.043881611826895,0,0.6743333333333333,miss
221,-16.05,0,0.6742166666666666,miss
222,-7.376674290108776,0,0.6740999999999999,miss
223,-7.7994389773357735,0,0.6739833333333333,miss
224,-5.87707330860537,0,0.6738666666666666,miss
225,-6.4157399346242565,0,0.67375,miss
226,-6.844987905333351,0,0.6736333333333333,miss
227,-16.05,0,0.6735166666666665,miss
228,-16.05,0,0.6733999999999999,miss
229,-8.30247560031154,0,0.6732833333333332,miss
230,-16.05,0,0.6731666666666666,miss
231,-8.041979358607561,0,0.6730499999999999,miss
232,-16.05,0,0.6729333333333333,miss
233,6.375765458687832,1,0.6728166666666666,hit
234,-16.05,0,0.6727,miss
235,-9.57026789809074,0,0.6725833333333333,miss
236,-11.786155421094964,0,0.6724666666666667,miss
237,-7.3404505854267335,0,0.67235,miss
238,-16.05,0,0.6722333333333333,miss
239,-6.3909465602288575,0,0.6721166666666666,miss
240,-8.321698331510138,0,0.6719999999999999,miss
241,-8.304161723085347,0,0.6718833333333333,miss
242,-7.1413012749434515,0,0.6717666666666666,miss
243,-16.075,0,0.67165,miss
244,-16.075,0,0.6715333333333333,miss
245,-16.05,0,0.6714166666666667,miss
246,-11.473423398201195,0,0.6712999999999999,miss
247,-6.292464748631181,0,0.6711833333333332,miss
248,-8.29385073905133,0,0.6710666666666666,miss
249,-13.549572549940898,0,0.6709499999999999,miss
250,-16.05,0,0.6708333333333333,miss
251,-8.432624890307952,0,0.6707166666666666,miss
252,-12.642731168644836,0,0.6706,miss
253,6.3618362265063775,1,0.6704833333333333,hit
254,-16.05,0,0.6703666666666667,miss
255,-7.090165616160091,0,0.67025,miss
256,-16.05,0,0.6701333333333334,miss
257,-9.166896810609824,0,0.6700166666666667,miss
258,-16.05,0,0.6698999999999999,miss
259,-16.05,0,0.6697833333333333,miss
260,-16.05,0,0.6696666666666666,miss
261,-7.223238209959044,0,0.66955,miss
262,-16.05,0,0.6694333333333333,miss
263,-14.51446395268113,0,0.6693166666666666,miss
264,-16.05,0,0.6691999999999999,miss
265,-16.05,0,0.6690833333333333,miss
266,-16.05,0,0.6689666666666666,miss
267,-7.317569567976017,0,0.66885,miss
268,-16.05,0,0.6687333333333333,miss
269,-12.26302395451811,0,0.6686166666666666,miss
270,6.505053415408132,1,0.6685,hit
271,-9.159955520504203,0,0.6683833333333333,miss
272,-16.05,0,0.6682666666666667,miss
273,-16.05,0,0.66815,miss
274,-6.349809909138087,0,0.6680333333333334,miss
275,-16.05,0,0.6679166666666667,miss
276,-7.41119161816322,0,0.6678,miss
277,-16.05,0,0.6676833333333333,miss
278,-6.255767383063444,0,0.6675666666666666,miss
279,-16.075,0,0.66745,miss
280,-6.53871933919759,0,0.6673333333333333,miss
281,-7.755640531247859,0,0.6672166666666667,miss
282,-6.657018858728885,0,0.6670999999999999,miss
283,-9.808900891338658,0,0.6669833333333333,miss
284,-6.323428898109408,0,0.6668666666666666,miss
285,-6.141587125135466,0,0.66675,miss
286,-10.090058963061837,0,0.6666333333333333,miss
287,-16.05,0,0.6665166666666666,miss
288,-7.203590823754346,0,0.6663999999999999,miss
289,-16.05,0,0.6662833333333332,miss
290,-16.05,0,0.6661666666666666,miss
291,-8.097633127639375,0,0.6660499999999999,miss
292,-16.05,0,0.6659333333333333,miss
293,-16.05,0,0.6658166666666666,miss
294,-16.05,0,0.6657,miss
295,-10.88716867891063,0,0.6655833333333333,miss
296,-9.066046778495247,0,0.6654666666666667,miss
297,-16.075,0,0.66535,miss
298,-16.075,0,0.6652333333333333,miss
299,-7.691573315393487,0,0.6651166666666667,miss
300,-16.05,0,0.6649999999999999,miss
301,-8.913439650856926,0,0.6648833333333333,miss
302,-10.465670310697742,0,0.6647666666666666,miss
303,-7.641823631109628,0,0.66465,miss
304,-16.05,0,0.6645333333333333,miss
305,6.708209835433435,1,0.6644166666666667,hit
306,-7.835539782771957,0,0.6642999999999999,miss
307,-8.923869276240753,0,0.6641833333333332,miss
308,-6.124346036180188,0,0.6640666666666666,miss
309,-10.553375125780558,0,0.6639499999999999,miss
310,-9.359857602519968,0,0.6638333333333333,miss
311,-16.075,0,0.6637166666666666,miss
312,-7.563113429539459,0,0.6636,miss
313,-6.496114273280625,0,0.6634833333333333,miss
314,-16.075,0,0.6633666666666667,miss
315,-16.05,0,0.66325,miss
316,-6.916860162924609,0,0.6631333333333334,miss
317,-9.409757921269941,0,0.6630166666666667,miss
318,-7.108101132452243,0,0.6628999999999999,miss
319,-16.075,0,0.6627833333333333,miss
320,-9.152442228944228,0,0.6626666666666666,miss
321,-16.05,0,0.66255,miss
322,-16.05,0,0.6624333333333333,miss
323,-7.6896286023472005,0,0.6623166666666667,miss
324,-16.05,0,0.6621999999999999,miss
325,-16.05,0,0.6620833333333332,miss
326,-16.05,0,0.6619666666666666,miss
327,-7.142347536110963,0,0.6618499999999999,miss
328,-5.645500900014142,0,0.6617333333333333,miss
329,-7.640505753477091,0,0.6616166666666666,miss
330,-8.060937724008712,0,0.6615,miss
331,-16.125,0,0.6613833333333333,miss
332,-16.05,0,0.6612666666666667,miss
333,-16.05,0,0.66115,miss
334,-16.05,0,0.6610333333333334,miss
335,-16.1,0,0.6609166666666667,miss
336,-16.075,0,0.6607999999999999,miss
337,-16.05,0,0.6606833333333333,miss
338,-16.05,0,0.6605666666666666,miss
339,-16.075,0,0.66045,miss
340,-7.7786449919705785,0,0.6603333333333333,miss
341,-9.968742274995886,0,0.6602166666666667,miss
342,-7.4349173385961285,0,0.6600999999999999,miss
343,-7.019324735727082,0,0.6599833333333333,miss
344,-6.070481542090581,0,0.6598666666666666,miss
345,-7.634247843105939,0,0.65975,miss
346,-16.05,0,0.6596333333333333,miss
347,-16.05,0,0.6595166666666666,miss
348,-9.164951540589108,0,0.6593999999999999,miss
349,-12.089800382610203,0,0.6592833333333332,miss
350,-16.075,0,0.6591666666666666,miss
351,-12.064554243939467,0,0.6590499999999999,miss
352,-16.05,0,0.6589333333333333,miss
353,-9.001687315139728,0,0.6588166666666666,miss
354,-16.05,0,0.6587,miss
355,-16.05,0,0.6585833333333333,miss
356,-16.05,0,0.6584666666666666,miss
357,-6.162349067018483,0,0.65835,miss
358,-7.9330645224708904,0,0.6582333333333333,miss
359,-16.05,0,0.6581166666666667,miss
360,-6.6256160943205895,0,0.6579999999999999,miss
361,-11.676508479851643,0,0.6578833333333333,miss
362,-13.653227471092606,0,0.6577666666666666,miss
363,-16.05,0,0.65765,miss
364,-16.05,0,0.6575333333333333,miss
365,-16.05,0,0.6574166666666666,miss
366,-16.05,0,0.6573,miss
367,-16.05,0,0.6571833333333332,miss
368,-16.075,0,0.6570666666666666,miss
369,-9.186090861310497,0,0.6569499999999999,miss
370,-10.571445504585649,0,0.6568333333333333,miss
371,-10.215872575521198,0,0.6567166666666666,miss
372,-9.260447280121769,0,0.6566,miss
373,-8.114249419481931,0,0.6564833333333333,miss
374,-16.05,0,0.6563666666666667,miss
375,-7.45456162775556,0,0.65625,miss
376,-7.269736164149754,0,0.6561333333333333,miss
377,-8.8895934522932,0,0.6560166666666667,miss
378,-8.691832148435513,0,0.6559,miss
379,-9.939302581013008,0,0.6557833333333333,miss
380,-14.058272956561852,0,0.6556666666666666,miss
381,-8.532490235560658,0,0.65555,miss
382,-8.312528165698275,0,0.6554333333333333,miss
383,-16.075,0,0.6553166666666667,miss
384,-16.05,0,0.6551999999999999,miss
385,-16.05,0,0.6550833333333332,miss
386,-16.05,0,0.6549666666666666,miss
387,-8.389520497818694,0,0.6548499999999999,miss
388,-16.05,0,0.6547333333333333,miss
389,-16.044147262374576,0,0.6546166666666666,miss
390,-8.321143305462092,0,0.6545,miss
391,-9.799621115485202,0,0.6543833333333333,miss
392,-16.05,0,0.6542666666666667,miss
393,-5.859552755771045,0,0.65415,miss
394,-9.9776283994144,0,0.6540333333333334,miss
395,-10.723202357765627,0,0.6539166666666667,miss
396,-16.075,0,0.6537999999999999,miss
397,-9.833978468672484,0,0.6536833333333333,miss
398,-16.05,0,0.6535666666666666,miss
399,-16.075,0,0.65345,miss
400,-16.1,0,0.6533333333333333,miss
401,-16.05,0,0.6532166666666667,miss
402,-8.144622692907916,0,0.6531,miss
403,-10.957310143427705,0,0.6529833333333332,miss
404,-6.6661261997502415,0,0.6528666666666666,miss
405,-5.747469485174729,0,0.6527499999999999,miss
406,-7.995929985526359,0,0.6526333333333333,miss
407,-11.117852266321625,0,0.6525166666666666,miss
408,-7.802345271157238,0,0.6523999999999999,miss
409,-16.05,0,0.6522833333333332,miss
410,-16.05,0,0.6521666666666666,miss
411,-9.771629208221125,0,0.6520499999999999,miss
412,-16.05,0,0.6519333333333333,miss
413,-16.05,0,0.6518166666666666,miss
414,-16.1,0,0.6517,miss
415,-16.05,0,0.6515833333333333,miss
416,-9.211283322035005,0,0.6514666666666666,miss
417,-16.05,0,0.65135,miss
418,-16.05,0,0.6512333333333333,miss
419,-8.327156559884147,0,0.6511166666666667,miss
420,-16.075,0,0.6509999999999999,miss
421,-6.023410560906492,0,0.6508833333333333,miss
422,-16.075,0,0.6507666666666666,miss
423,-16.05,0,0.65065,miss
424,-14.735245776391542,0,0.6505333333333333,miss
425,-8.479740359555077,0,0.6504166666666666,miss
426,-16.075,0,0.6503,miss
427,-10.584688513522616,0,0.6501833333333332,miss
428,-16.05,0,0.6500666666666666,miss
429,-16.05,0,0.6499499999999999,miss
430,-8.503143345342867,0,0.6498333333333333,miss
431,-8.787161756508127,0,0.6497166666666666,miss
432,-7.419312698544362,0,0.6496,miss
433,-16.05,0,0.6494833333333333,miss
434,-8.623612811438253,0,0.6493666666666666,miss
435,-8.847766556043648,0,0.64925,miss
436,6.771450934634675,1,0.6491333333333333,hit
437,-7.043249352588538,0,0.6490166666666667,miss
438,-7.8968537238123595,0,0.6489,miss
439,-5.530984356678011,0,0.6487833333333333,miss
440,-8.659804062598564,0,0.6486666666666666,miss
441,-6.922935160872394,0,0.64855,miss
442,-7.465886263639572,0,0.6484333333333333,miss
443,6.245114451757983,1,0.6483166666666667,hit
444,-11.79027796907819,0,0.6482,miss
445,-6.612066323036561,0,0.6480833333333332,miss
446,-16.075,0,0.6479666666666666,miss
447,-16.05,0,0.6478499999999999,miss
448,-16.05,0,0.6477333333333333,miss
449,-10.667092985663269,0,0.6476166666666666,miss
450,-6.708335889514934,0,0.6475,miss
451,-8.156285553427807,0,0.6473833333333333,miss
452,-8.83152809598316,0,0.6472666666666667,miss
453,-8.41125149203147,0,0.64715,miss
454,-7.786434844504523,0,0.6470333333333333,miss
455,-7.4246091598110615,0,0.6469166666666667,miss
456,-8.382676542319983,0,0.6468,miss
457,-7.318464830993279,0,0.6466833333333333,miss
458,-10.295186241200742,0,0.6465666666666666,miss
459,-6.424842704221982,0,0.64645,miss
460,-7.383708217202137,0,0.6463333333333333,miss
461,-6.331390485418066,0,0.6462166666666667,miss
462,-6.857823601258327,0,0.6461,miss
463,-9.325732356937875,0,0.6459833333333334,miss
464,-16.05,0,0.6458666666666666,miss
465,-16.075,0,0.6457499999999999,miss
466,-10.436174198170573,0,0.6456333333333333,miss
467,-16.05,0,0.6455166666666666,miss
468,-6.230957115561941,0,0.6454,miss
469,-7.608721809229404,0,0.6452833333333332,miss
470,-16.075,0,0.6451666666666666,miss
471,-7.185737132394388,0,0.6450499999999999,miss
472,-16.05,0,0.6449333333333332,miss
473,-16.05,0,0.6448166666666666,miss
474,-8.491097074293112,0,0.6446999999999999,miss
475,-7.957771540732287,0,0.6445833333333333,miss
476,-16.05,0,0.6444666666666666,miss
477,-10.191415816070627,0,0.64435,miss
478,-7.380287126114711,0,0.6442333333333333,miss
479,-16.05,0,0.6441166666666667,miss
480,-16.05,0,0.644,miss
481,-16.05,0,0.6438833333333333,miss
482,-16.1,0,0.6437666666666666,miss
483,-16.05,0,0.6436499999999999,miss
484,-16.075,0,0.6435333333333333,miss
485,-7.539801218530017,0,0.6434166666666666,miss
486,-16.05,0,0.6433,miss
487,-16.075,0,0.6431833333333333,miss
488,-9.126702546454206,0,0.6430666666666666,miss
489,-7.587854692918651,0,0.6429499999999999,miss
490,-7.731054686148495,0,0.6428333333333333,miss
491,-11.855707447281745,0,0.6427166666666666,miss
492,-10.987652989679292,0,0.6426,miss
493,-10.657747577555305,0,0.6424833333333333,miss
494,-8.003903469892514,0,0.6423666666666666,miss
495,-16.05,0,0.64225,miss
496,-16.05,0,0.6421333333333333,miss
497,-10.088650658318473,0,0.6420166666666667,miss
498,-5.717454635929919,0,0.6419,miss
499,-7.531621453004182,0,0.6417833333333334,miss
500,-11.837224492616153,0,0.6416666666666666,miss
501,-16.05,0,0.64155,miss
502,-16.1,0,0.6414333333333333,miss
503,-6.40681096234277,0,0.6413166666666666,miss
504,-10.187844145392367,0,0.6412,miss
505,-16.05,0,0.6410833333333332,miss
506,-16.05,0,0.6409666666666666,miss
507,-16.05,0,0.6408499999999999,miss
508,-6.378011034828913,0,0.6407333333333333,miss
509,-13.669498017337578,0,0.6406166666666666,miss
510,-16.05,0,0.6405,miss
511,-9.89773476373911,0,0.6403833333333333,miss
512,-16.05,0,0.6402666666666667,miss
513,-5.659767032917644,0,0.64015,miss
514,-16.075,0,0.6400333333333333,miss
515,-8.855864278355014,0,0.6399166666666667,miss
516,-7.55296681831505,0,0.6398,miss
517,-7.13380459039832,0,0.6396833333333333,miss
518,-5.852590954068668,0,0.6395666666666666,miss
519,-16.05,0,0.63945,miss
520,-16.05,0,0.6393333333333333,miss
521,-8.247226462091398,0,0.6392166666666667,miss
522,-16.075,0,0.6391,miss
523,-8.159580406168926,0,0.6389833333333333,miss
524,-10.416688205340757,0,0.6388666666666666,miss
525,-6.756596336846183,0,0.6387499999999999,miss
526,-13.795756266131367,0,0.6386333333333333,miss
527,-8.965482236953518,0,0.6385166666666666,miss
528,-16.05,0,0.6384,miss
529,-12.627067181226439,0,0.6382833333333332,miss
530,-15.031363531265765,0,0.6381666666666665,miss
531,-16.05,0,0.6380499999999999,miss
532,-13.467192124753,0,0.6379333333333332,miss
533,-16.075,0,0.6378166666666666,miss
534,-16.05,0,0.6376999999999999,miss
535,-16.075,0,0.6375833333333333,miss
536,-10.263082903263552,0,0.6374666666666666,miss
537,-16.05,0,0.63735,miss
538,-10.249386336254165,0,0.6372333333333333,miss
539,-9.306962275055602,0,0.6371166666666667,miss
540,-16.075,0,0.637,miss
541,-16.05,0,0.6368833333333332,miss
542,-16.075,0,0.6367666666666666,miss
543,-9.558536553040529,0,0.6366499999999999,miss
544,-13.031542665737096,0,0.6365333333333333,miss
545,-16.05,0,0.6364166666666666,miss
546,-16.075,0,0.6363,miss
547,-7.399551463606568,0,0.6361833333333333,miss
548,-16.075,0,0.6360666666666666,miss
549,-10.994539237796012,0,0.6359499999999999,miss
550,-7.933022691570566,0,0.6358333333333333,miss
551,-16.053730543709293,0,0.6357166666666666,miss
552,-10.50845311225937,0,0.6355999999999999,miss
553,-7.705672405371629,0,0.6354833333333333,miss
554,-10.051259222789351,0,0.6353666666666666,miss
555,-16.05,0,0.63525,miss
556,6.743713439887287,1,0.6351333333333333,hit
557,-16.05,0,0.6350166666666667,miss
558,-16.075,0,0.6349,miss
559,-16.05,0,0.6347833333333334,miss
560,-6.399289448228591,0,0.6346666666666666,miss
561,-16.05,0,0.63455,miss
562,-12.188501977065524,0,0.6344333333333333,miss
563,-16.075,0,0.6343166666666666,miss
564,-16.05,0,0.6342,miss
565,-10.564473868060114,0,0.6340833333333333,miss
566,-7.702847143086818,0,0.6339666666666666,miss
567,-6.893730146511763,0,0.6338499999999999,miss
568,-7.050900193740855,0,0.6337333333333333,miss
569,-11.140420364390613,0,0.6336166666666666,miss
570,-16.05,0,0.6335,miss
571,-8.313578821061258,0,0.6333833333333333,miss
572,-6.301843350462377,0,0.6332666666666666,miss
573,-8.2961990946169,0,0.63315,miss
574,-12.870265076485467,0,0.6330333333333333,miss
575,-7.185215202355206,0,0.6329166666666667,miss
576,-11.91077684785909,0,0.6328,miss
577,-16.075,0,0.6326833333333334,miss
578,-9.32197926194627,0,0.6325666666666666,miss
579,-9.02624634520943,0,0.63245,miss
580,-16.05,0,0.6323333333333333,miss
581,-16.05,0,0.6322166666666666,miss
582,-8.516360347256136,0,0.6321,miss
583,-6.925210541080351,0,0.6319833333333333,miss
584,-6.56054844299176,0,0.6318666666666667,miss
585,6.516005373887935,1,0.6317499999999999,hit
586,-7.053384261860932,0,0.6316333333333333,miss
587,-7.23189600827867,0,0.6315166666666666,miss
588,-8.176127657399984,0,0.6314,miss
589,-6.990393183229549,0,0.6312833333333333,miss
590,-8.32570754441768,0,0.6311666666666665,miss
591,-16.075,0,0.6310499999999999,miss
592,-10.655043934156325,0,0.6309333333333332,miss
593,-11.308230026296386,0,0.6308166666666666,miss
594,-16.05,0,0.6306999999999999,miss
595,6.973173776460855,1,0.6305833333333333,hit
596,-8.592246987762694,0,0.6304666666666666,miss
597,-9.28364557580877,0,0.63035,miss
598,-16.075,0,0.6302333333333333,miss
599,-16.05,0,0.6301166666666667,miss
600,-12.029874306701743,0,0.63,miss
601,-16.075,0,0.6298833333333334,miss
602,-16.075,0,0.6297666666666666,miss
603,-16.05,0,0.6296499999999999,miss
604,-8.335711764912354,0,0.6295333333333333,miss
605,-8.780588578134168,0,0.6294166666666666,miss
606,-9.344493822036316,0,0.6293,miss
607,-9.548724247189005,0,0.6291833333333333,miss
608,-7.913704197668644,0,0.6290666666666667,miss
609,-7.737525391134148,0,0.6289499999999999,miss
610,-10.881233885456082,0,0.6288333333333332,miss
611,-16.05,0,0.6287166666666666,miss
612,-16.05,0,0.6285999999999999,miss
613,-12.051822390032813,0,0.6284833333333333,miss
614,-9.86292086669608,0,0.6283666666666666,miss
615,-8.614751565219299,0,0.62825,miss
616,-8.074427836158199,0,0.6281333333333333,miss
617,-7.3259898658323035,0,0.6280166666666667,miss
618,-11.952174911922063,0,0.6279,miss
